Lista_Datas,Lista_de_Rentabilidade
2019-11-08,0.06659788460368654
2019-11-11,0.06471745096683024
2019-11-12,0.04005903232860342
2019-11-13,0.024475825152151298
2019-11-14,0.052922789940070825
2019-11-18,0.04980718646262927
2019-11-19,0.04143432647883438
2019-11-21,0.06346152196926091
2019-11-22,0.07046427759207162
2019-11-25,0.05905539089927614
2019-11-26,0.04218165613028035
2019-11-27,0.049604784682029335
2019-11-28,0.05658505121810675
2019-11-29,0.060003392401573485
2019-12-02,0.06505997705707632
2019-12-03,0.0629961708668556
2019-12-04,0.07753623040483082
2019-12-05,0.08045116203142078
2019-12-06,0.08710793170448783
2019-12-09,0.0891613583162163
2019-12-10,0.08561327240159544
2019-12-11,0.09346369360127782
2019-12-12,0.09300526221786763
2019-12-13,0.11212963558994526
2019-12-16,0.11133732776503248
2019-12-17,0.11188917535487364
2019-12-18,0.11901821584934047
2019-12-19,0.1249830136229204
2019-12-20,0.13048592015359262
2019-12-23,0.13329878592500766
2019-12-26,0.15089736125871656
2019-12-27,0.14351229116143924
2019-12-30,0.1483630141768446
2020-01-02,0.1692744049793482
2020-01-03,0.16177515951865584
2020-01-06,0.1917733682868388
2020-01-07,0.1964072236492982
2020-01-08,0.18904515166811264
2020-01-09,0.1830026316947282
2020-01-10,0.187967231911091
2020-01-13,0.21331805379602464
2020-01-14,0.18669844848402886
2020-01-15,0.17850431717157744
2020-01-16,0.18897580872270514
2020-01-17,0.1955605084543408
2020-01-20,0.2023227404218355
2020-01-21,0.19426685142419164
2020-01-22,0.19942838290443746
2020-01-23,0.2078975436642436
2020-01-24,0.18750461945669786
2020-01-27,0.14348099051058072
2020-01-28,0.15143210638542226
2020-01-29,0.14348244569284166
2020-01-30,0.1396189367895282
2020-01-31,0.1225772973293764
2020-02-03,0.12753295648332766
2020-02-04,0.14505452612642022
2020-02-05,0.14905426900436325
2020-02-06,0.1356837392531658
2020-02-07,0.11538655711774592
2020-02-10,0.0898187371871828
2020-02-11,0.11962699979061275
2020-02-12,0.13085873993548258
2020-02-13,0.1131774957384184
2020-02-14,0.1046685190027381
2020-02-17,0.11970211791842612
2020-02-18,0.11399726628170125
2020-02-19,0.11760665017412265
2020-02-20,0.0950668133093444
2020-02-21,0.08501845097567973
2020-02-27,-0.00543228136262386
2020-02-28,0.01062154694021622
2020-03-02,0.028570799997159387
2020-03-03,0.027818392283582627
2020-03-04,0.04067395487114256
2020-03-05,-0.0026510714626488685
2020-03-06,-0.04010561038451521
2020-03-09,-0.14037216958337229
2020-03-10,-0.07987590659662802
2020-03-11,-0.09961869186178428
2020-03-12,-0.19105672169762566
2020-03-13,-0.09355821593505652
2020-03-16,-0.15450060574013724
2020-03-17,-0.13060197780544835
2020-03-18,-0.19131984453758466
2020-03-19,-0.17223750176620525
2020-03-20,-0.17678993527033182
2020-03-23,-0.217843256691292
2020-03-24,-0.17055897709041346
2020-03-25,-0.11888817329155388
2020-03-26,-0.10807471692251892
2020-03-27,-0.1406540470810954
2020-03-30,-0.1308858606931047
2020-03-31,-0.1502236316684905
2020-04-01,-0.18235898606269207
2020-04-02,-0.18641809025530032
2020-04-03,-0.200088819024132
2020-04-06,-0.17640583831136647
2020-04-07,-0.15092820920671124
2020-04-08,-0.14370015818581794
2020-04-09,-0.14020675174967334
2020-04-13,-0.13129221698728355
2020-04-14,-0.12033097411349948
2020-04-15,-0.12608149112552047
2020-04-16,-0.1296068206942068
2020-04-17,-0.1187050709310693
2020-04-20,-0.1063812907183278
2020-04-22,-0.0912562556250146
2020-04-23,-0.09071211132031898
2020-04-24,-0.11597239790840395
2020-04-27,-0.08467339352338521
2020-04-28,-0.045032425804764964
2020-04-29,-0.03538655626061238
2020-04-30,-0.05005772845966972
2020-05-04,-0.059376599581113625
2020-05-05,-0.05589990563681413
2020-05-06,-0.045454057808535064
2020-05-07,-0.05192921050392242
2020-05-08,-0.04342608366198586
2020-05-11,-0.05512853971467435
2020-05-12,-0.04716396789496091
2020-05-13,-0.05397958644991109
2020-05-14,-0.044451236758503376
2020-05-15,-0.05094336752215512
2020-05-18,-0.010099477847047568
2020-05-19,-0.009073775282108064
2020-05-20,-0.006554318951245475
2020-05-21,0.01649673276626329
2020-05-22,0.007479071608896158
2020-05-25,0.05253354236915575
2020-05-26,0.06517217794484065
2020-05-27,0.0962684470929076
2020-05-28,0.08438921989150905
2020-05-29,0.08352427161416133
2020-06-01,0.09431634674773726
2020-06-02,0.11462878420498113
2020-06-03,0.16225390749084467
2020-06-04,0.17459808842084806
2020-06-05,0.16215088489309326
2020-06-08,0.19376211952008515
2020-06-09,0.1838196933212526
2020-06-10,0.16132148030119975
2020-06-12,0.1379018429490284
2020-06-15,0.1351259141189105
2020-06-16,0.1500858700197396
2020-06-17,0.16836037696346962
2020-06-18,0.19045002233692387
2020-06-19,0.17980640571757722
2020-06-22,0.18497730165328166
2020-06-23,0.19601721662053007
2020-06-24,0.18068304710945315
2020-06-25,0.1940915501900904
2020-06-26,0.17704826737056956
2020-06-29,0.19822323652618826
2020-06-30,0.20122001273284584
2020-07-01,0.2136727374450136
2020-07-02,0.21975524227387933
2020-07-03,0.22836767649399506
2020-07-06,0.2453238472927697
2020-07-07,0.23762854315022874
2020-07-08,0.26355786555080085
2020-07-09,0.26673500044829845
2020-07-10,0.29034174460559403
